id,intake,years,University Name,Course,Undergrad Institute & Branch,Undergraduate Major,GPA,GRE,IELTS/TOEFL,Papers,Work Exp,created_at,updated_at,Acceptance
2414,"Fall ",2023,New York University,Cyber Security,PES Institute of Technology,Computer Science,8.2/10,"318 (160,158,4)",TOEFL 112,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2415,"Fall ",2023,"University of Illinois, Urbana Champaign",Mechanical Engineering,IIT Goa,Mechanical Engineering,8.16/10,"321 (155,166,4)",TOEFL 113,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2416,"Fall ",2023,"University of North Carolina, Charlotte",Civil Engineering,Gitam University,Civil Engineering,8.3/10,"314 (151,163,3)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2417,"Fall ",2023,Stevens Institute of Technology,Computer Science,CVR College of Engineering,Computer Science,9.5/10,"334 (165,169,4)",IELTS 7,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2418,"Fall ",2023,Saint Louis University,Computer Science,The Oxford College of Engineering,Civil Engineering,6.41/10,"325 (160,165,3)",IELTS 6,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2419,"Fall ",2023,"University of Texas, Austin",Engineering Management,NDMVP KBT College of Engineering,ECE,7.6/10,"318 (159,159,3.5)",IELTS 8,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2420,"Fall ",2023,Arizona State University,Mechanical Engineering,Amrita University Bengaluru Campus,Mechanical Engineering,10-08-2026 00:00,"313 (151,162,3.5)",IELTS 7,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2421,"Fall ",2023,San Jose State University,Software Engineering,Dharmsinh Desai University,Computer Engineering,8.5/10,"306 (144,162,3.5)",TOEFL 91,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2422,"Fall ",2023,"DePaul University, Chicago",Computer Science,"CMR Institute of Technology, Bangalore",Computer Science,8.5/10,,IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2423,"Fall ",2023,George Mason University,Computer Science,Gitam University,Computer Science,7.08/10,"323 (156,167,4)",IELTS 8,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2424,"Fall ",2023,Arizona State University,Business Analytics,"Pillai’s Institute of Information Technology, New Panvel",Information Technology,6.8 / 10,"309 (151, 158, 4)",TOEFL,103,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2425,"Fall ",2023,George Mason University,Computer Science,Gitam University,Computer Science,7.08 / 10,"323 (156, 167, 4)",IELTS,8,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2426,"Fall ",2023,"DePaul University, Chicago",Computer Science,"CMR Institute of Technology, Bangalore",Computer Science,8.5 / 10,,IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2427,"Fall ",2023,San Jose State University,Software Engineering,Dharmsinh Desai University,Computer Engineering,8.5 / 10,"306 (144, 162, 3.5)",TOEFL,91,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2428,"Fall ",2023,Arizona State University,Mechanical Engineering,"Amrita University, Bengaluru Campus",Mechanical Engineering,8.0 / 10,"313 (151, 162, 3.5)",IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2429,"Fall ",2023,"University of Texas, Austin",Engineering Management,NDMVP KBT College of Engineering,ECE,7.6 / 10,"318 (159, 159, 5)",IELTS,8,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2430,"Fall ",2023,Saint Louis University,Computer Science,The Oxford College of Engineering,Civil Engineering,6.41 / 10,"325 (160, 165, 3)",IELTS,6,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2431,"Fall ",2023,Stevens Institute of Technology,Computer Science,CVR College of Engineering,Computer Science,9.5 / 10,"354 (165, 169, 4)",IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2432,"Fall ",2023,"University of North Carolina, Charlotte",Civil Engineering,Gitam University,Civil Engineering,8.3 / 10,"314 (151, 163, 3)",IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2433,"Fall ",2023,"University of Illinois, Urbana-Champaign",Mechanical Engineering,IIT Goa,Mechanical Engineering,8.16 / 10,"321 (155, 166, 4)",TOEFL,113,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2434,"Fall ",2023,University of New Haven,Business Analytics,Samskruti College of Engineering and Technology,Civil Engineering,6.2 / 10,"317 (150, 167, 3)",TOEFL,85,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2435,"Fall ",2023,Georgia State University,Information Systems,"St. John College of Engineering & Technology, Palghar",Computer Engineering,6.83 / 10,"297 (142, 155, 3.5)",TOEFL,95,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2436,"Fall ",2023,Northeastern University,Engineering Management,IES IPS Academy,Mechanical Engineering,7.06 / 10,"301 (161, 140, 3)",IELTS,6.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2437,"Fall ",2023,University of South Florida,Electrical Engineering,"University College of Engineering, Osmania University",EEE,7.84 / 10,"320 (150, 170, 3)",6,–,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2438,"Fall ",2023,North Carolina State University,Computer Science,Vellore Institute of Technology,Computer Science,8.6 / 10,"312 (154, 158, 4)",–,110,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2439,"Fall ",2023,"Texas A&M University, College Station",Computer Science,SRM University,Computer Science,9.51 / 10,"298 (140, 158, 3)",7,–,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2440,"Fall ",2023,University of Southern California,Engineering Management,NMIMS Mukesh Patel School of Technology Management,ECE,3.4 / 4,"325 (159, 166, 4)",8,–,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2441,"Fall ",2023,"University of Illinois, Chicago",Business Analytics,GITAM University,Mechanical Engineering,7.8 / 10,"314 (152, 162, 3)",6.5,–,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2442,"Fall ",2023,Saint Louis University,Cyber Security,Reva University,Mechanical Engineering,7.54 / 10,"314 (154, 160, 4.5)",6.5,–,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2443,"Fall ",2023,Deakin University,Business Analytics,St. Xavier’s College,Commerce,06-Oct,,7,–,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2444,"Fall ",2023,University of Houston,Computer Science,Malla Reddy College of Engineering & Technology,Computer Science,8.71 / 10,"324 (156, 168, 3)",6.5,–,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2445,"Fall ",2023,New Jersey Institute of Technology,Computer Science,SRM University,Computer Science,85 / 100,"321 (160, 161, 3)",–,103,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2446,"Fall ",2023,Tufts University,Computer Science,"BITS Pilani, Pilani Campus",Computer Science,8.49 / 10,"323 (159, 164, 4)",–,118,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2447,"Spring ",2023,New Jersey Institute of Technology,Computer Science,PSG College of Technology,Computer Science,8.51 / 10,301 (146 / 155 / 3),TOEFL,105,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2448,"Spring ",2023,"University of Maryland, Baltimore County",Engineering Management,SRM University,Computational Science,8.5 / 10,310 (150 / 160 / 3.5),,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2449,"Spring ",2023,"University of Illinois, Chicago",MIS,Malla Reddy College of Engineering & Technology,EEE,09-Oct,323 (158 / 165 / 3),IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2450,"Spring ",2023,"University of Houston, Clear Lake",Computer Science,CMR College of Engineering & Technology,Computer Science,8.58 / 10,329 (161 / 168 / 4),IELTS,6.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2451,"Spring ",2023,University of Delaware,Data Science,"Vignan Foundation for Science, Technology & Research",ECE,8.8 / 10,308 (149 / 159 / 3),IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2452,"Spring ",2023,Cleveland State University,Computer Science,Sacred Heart University,Computer Science,03-Apr,,IELTS,6.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2453,"Spring ",2023,Kennesaw State University,Information Technology,KL University,Computer Science,7.52 / 10,314 (148 / 166 / 3),TOEFL,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2454,"Spring ",2023,"University of Massachusetts, Boston",Computer Science,Rajiv Gandhi University of Knowledge Technologies,ECE,7.72 / 10,322 (156 / 166 / 2.5),TOEFL,109,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2455,"Spring ",2023,University of Tampa,Information Technology Management,VNR Vignana Jyothi Institute of Engineering & Technology,Mechanical Engineering,7.1 / 10,314 (150 / 164 / 3),IELTS,6.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2456,"Spring ",2023,University of Cincinnati,Information Technology,Chaitanya Bharathi Institute of Technology,Computer Science,7.89 / 10,327 (157 / 170 / 4),IELTS,7.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2457,"Spring ",2023,"University of Texas, Arlington",Construction Management,BMS School of Architecture,Architecture,7.14 / 10,"315 (155, 160, 3)",IELTS 7,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2458,"Spring ",2023,New Jersey Institute of Technology,Computer Science,PSG College of Technology,Computer Science,8.51 / 10,"301 (146, 155, 3)",TOEFL 105,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2459,"Spring ",2023,University of Cincinnati,Information Technology,Chaitanya Bharathi Institute of Technology,Computer Science,7.89 / 10,"327 (157, 170, 4)",IELTS 7.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2460,"Spring ",2023,University of Tampa,Information Technology Management,VNR Vignana Jyothi Institute of Engineering & Technology,Mechanical Engineering,7.1 / 10,"314 (150, 164, 3)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2461,"Spring ",2023,"University of Massachusetts, Boston",Computer Science,Rajiv Gandhi University of Knowledge Technologies,ECE,7.72 / 10,"322 (156, 166, 2.5)",TOEFL 109,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2462,"Spring ",2023,Kennesaw State University,Information Technology,KL University,Computer Science,7.52 / 10,"314 (148, 166, 3)",TOEFL NA,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2463,"Spring ",2023,Cleveland State University,Computer Science,Sacred Heart University,Computer Science,03-Apr,,IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2464,"Spring ",2023,University of Delaware,Data Science,"Vignan Foundation for Science, Technology & Research",ECE,8.8 / 10,"308 (149, 159, 3)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2465,"Spring ",2023,"University of Houston, Clear Lake",Computer Science,CMR College of Engineering & Technology,Computer Science,8.58 / 10,"329 (161, 168, 4)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2466,"Spring ",2023,"University of Illinois, Chicago",MIS,Malla Reddy College of Engineering & Technology,EEE,09-Oct,"323 (158, 165, 3)",IELTS 7,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2467,"Spring ",2023,"University of Texas, Arlington",Construction Management,BMS School of Architecture,Architecture,7.14 / 10,"315 (155, 160, 3)",IELTS 7,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2468,"Spring ",2023,New Jersey Institute of Technology,Computer Science,Sree Venkateswara College of Engineering,Computer Science,8.72 / 10,"324 (155, 169, 3)",TOEFL NA,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2469,"Spring ",2023,University of Cincinnati,Information Technology,Chaitanya Bharathi Institute of Technology,Computer Science,7.89 / 10,"327 (157, 170, 4)",IELTS 7.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2470,"Spring ",2023,University of Tampa,Information Technology Management,VNR Vignana Jyothi Institute of Engineering & Technology,Mechanical Engineering,7.10 / 10,"314 (150, 164, 3)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2471,"Spring ",2023,"University of Massachusetts, Boston",Computer Science,Rajiv Gandhi University of Knowledge Technologies,ECE,7.72 / 10,"322 (156, 166, 2.5)",TOEFL 109,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2472,"Spring ",2023,Kennesaw State University,Information Technology,KL University,Computer Science,7.52 / 10,"314 (148, 166, 3)",TOEFL NA,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2473,"Spring ",2023,Cleveland State University,Computer Science,Sacred Heart University,Computer Science,03-Apr,GRE NA,IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2474,"Spring ",2023,University of Delaware,Data Science,"Vignan Foundation for Science, Technology & Research",ECE,8.8 / 10,"308 (149, 159, 3)",IELTS 7,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2475,"Spring ",2023,"University of Houston, Clear Lake",Computer Science,CMR College of Engineering & Technology,Computer Science,8.58 / 10,"329 (161, 168, 4)",IELTS 6.5,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2476,"Spring ",2023,"University of Illinois, Chicago",MIS,Malla Reddy College of Engineering & Technology,EEE,09-Oct,"323 (158, 165, 3)",IELTS 7,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2477,"Spring ",2023,University of Cincinnati,Information Technology,Chaitanya Bharathi Institute of Technology,Computer Science,7.89 / 10,"157, 170, 4",IELTS,7.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2478,"Spring ",2023,New Jersey Institute of Technology,Computer Science,PSG College of Technology,Computer Science,8.51 / 10,"146, 155, 3",TOEFL,105,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2479,"Spring ",2023,"University of Texas, Arlington",Construction Management,BMS School of Architecture,Architecture,7.14 / 10,"155, 160, 3",IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2480,"Spring ",2023,"Illinois Institute of Technology, Chicago",Information Technology Management,Osmania University,Business Administration,7.59 / 10,"152, 158, 4",IELTS,7.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2481,"Spring ",2023,"Illinois Institute of Technology, Chicago",Computer Science,G. N. I. T. S,EEE,8.54 / 10,"141, 154, 3",IELTS,6.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2482,"Spring ",2023,"Florida International University, Miami",Computer Science,Maharaja Vijayarama Gajapathi Raj College of Engineering,Computer Science,8.48 / 10,"146, 160, 3.5",IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2483,"Spring ",2023,Northeastern University,Information Systems,Vivekanand Education Society’s Institute of Technology,Instrumentation Engineering,7.8 / 10,"148, 160, 3.5",IELTS,7.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2484,"Spring ",2023,University of New Haven,Business Analytics,"BMS Institute of Technology, Bangalore",Computer Science,7.2 / 10,"149, 162, 2.5",IELTS,6.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2485,"Spring ",2023,Anglia Ruskin University,Computer Science,Sri Harshini Degree College,Computer Science,81.5 / 100,"162, 165, 4",IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2486,"Spring ",2023,"California State University, Long Beach",Computer Science,Anna University,Computer Science,8.54 / 10,"148, 157, 3.5",TOEFL,106,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2487,"Spring ",2023,"Florida International University, Miami",Computer Science,Maharaja Vijayarama Gajapathi Raj College of Engineering,Computer Science,8.48/10,"306 (146,160,3.5)",IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2488,"Spring ",2023,Northeastern University,Information Systems,Vivekanand Education Society’s Institute of Technology,Instrumentation Engineering,7.8/10,"308 (148,160,3.5)",IELTS,7.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2489,"Spring ",2023,University of New Haven,Business Analytics,"B.M.S. Institute of Technology, Bangalore",Computer Science,7.2/10,"311 (149,162,2.5)",IELTS,6.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2490,"Spring ",2023,Anglia Ruskin University,Computer Science,Sri Harshini Degree College,Computer Science,81.5/100,"327 (162,165,4.0)",IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2491,"Spring ",2023,"California State University, Long Beach",Computer Science,Anna University,Computer Science,8.54/10,"305 (148,157,3.5)",TOEFL,106,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2492,"Spring ",2023,George Mason University,Data Analytics,Aditya Engineering College,Mechanical Engineering,65/100,"317 (150,167,3.0)",IELTS,7.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2493,"Spring ",2023,Northeastern University,Engineering Management,"M.S. Ramaiah Institute of Technology, Bangalore",Mechanical Engineering,8.5/10,"318 (152,166,4.5)",TOEFL,111,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2494,"Spring ",2023,"DePaul University, Chicago",Computer Science,SJB Institute of Technology,Information Science,7.45/10,"301 (141,160,2.5)",IELTS,6.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2495,"Spring ",2023,"Indiana University, Bloomington",Data Science,Keshav Memorial Institute of Technology,Computer Science,8.35/10,"332 (164,168,5.0)",TOEFL,110,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2496,"Spring ",2023,Arizona State University,Computer Science,G. Narayanamma Institute of Technology and Science,Computer Science,8.5/10,"309 (144,165,3.5)",IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2497,"Spring ",2023,George Mason University,Data Analytics,Aditya Engineering College,Mechanical Engineering,65/100,"317 (150, 167, 3)",IELTS,7.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2498,"Spring ",2023,Northeastern University,Engineering Management,"M S Ramaiah Institute of Technology, Bangalore",Mechanical Engineering,8.5/10,"318 (152, 166, 4.5)",TOEFL,111,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2499,"Spring ",2023,"DePaul University, Chicago",Computer Science,SJB Institute of Technology,Information Science,7.43/10,"301 (141, 160, 2.5)",IELTS,6.5,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2500,"Spring ",2023,"Indiana University, Bloomington",Data Science,Keshav Memorial Institute of Technology,Computer Science,8.35/10,"332 (164, 168, 5)",TOEFL,110,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2501,"Spring ",2023,Arizona State University,Computer Science,G. Narayanamma Institute of Technology and Science,Computer Science,8.5/10,"309 (144, 165, 3.5)",IELTS,7,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2502,"Spring ",2023,University of Southern California,Computer Science,BIT Mesra,,NA/4,"321 (153, 168, 3.5)",TOEFL,103,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2503,"Spring ",2023,Pennsylvania State University,Computer Science,VNR Vignana Jyothi Institute of Engineering and Technology,Computer Science,9.15/10,"316 (153, 163, 4)",,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
